[14:05:27] New Subprocess!
[14:07:49] DRLINFO W JJJHKIMMKKFDIGHFNNLL
[14:07:49] DRLINFO B JJJHKIMMKKFDIGHFNNLLNL
[14:07:49] DRLINFO B JJJHKIMMKKFDIGHFNNLLNLLJ
[14:07:49] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:49] DRLINFO W JJJHKIMMKKFDIGGENL
[14:07:49] DRLINFO W JJJHKIMMKKFDIGGENLOO
[14:07:49] DRLINFO B JJJHKIMMKKFDIGHF
[14:07:49] DRLINFO W JJJHKIMMKKFDIGHFII
[14:07:49] DRLINFO W JJJHKIMMKKFDIGHFIILL
[14:07:49] DRLINFO B JJJHKIMMKKFDIGHFIILLLJ
[14:07:49] DRLINFO B JJJHKIMMKKFDIGHFIILLLJNL
[14:07:49] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:49] DRLINFO W JJJHKIMMKKFDIGGEOO
[14:07:49] DRLINFO W JJJHKIMMKKFDIGGEOOLL
[14:07:49] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:49] DRLINFO W JJJHKIMMKKFDIGGEHF
[14:07:50] DRLINFO W JJJHKIMMKKFDIGGEHFOO
[14:07:50] DRLINFO B JJJHKIMMKKFDIGHF
[14:07:50] DRLINFO W JJJHKIMMKKFDIGHFOO
[14:07:50] DRLINFO W JJJHKIMMKKFDIGHFOOLL
[14:07:50] DRLINFO B JJJHKIMMKKFDIGHFOOLLNL
[14:07:50] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:50] DRLINFO W JJJHKIMMKKFDIGGELL
[14:07:50] DRLINFO W JJJHKIMMKKFDIGGELLNN
[14:07:50] DRLINFO B JJJHKIMMKKFDIGHF
[14:07:50] DRLINFO W JJJHKIMMKKFDIGHFLL
[14:07:50] DRLINFO W JJJHKIMMKKFDIGHFLLII
[14:07:50] DRLINFO B JJJHKIMMKKFDIGHFLLIINN
[14:07:50] DRLINFO B JJJHKIMMKKFDIGHF
[14:07:50] DRLINFO W JJJHKIMMKKFDIGHFII
[14:07:50] DRLINFO W JJJHKIMMKKFDIGHFIILL
[14:07:50] DRLINFO B JJJHKIMMKKFDIGHFIILLNL
[14:07:50] DRLINFO B JJJHKIMMKKFDIGHFIILLNLLJ
[14:07:50] DRLINFO B JJJHKIMMKKFDIGHF
[14:07:50] DRLINFO W JJJHKIMMKKFDIGHFHH
[14:07:50] DRLINFO W JJJHKIMMKKFDIGHFHHLL
[14:07:50] DRLINFO B JJJHKIMMKKFDIGHFHHLLNL
[14:07:50] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:50] DRLINFO W JJJHKIMMKKFDIGGEHH
[14:07:50] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:07:50] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:50] DRLINFO W JJJHKIMMKKFDIGGEII
[14:07:50] DRLINFO W JJJHKIMMKKFDIGGEIILL
[14:07:50] DRLINFO B JJJHKIMMKKFDIGGEIILLNL
[14:07:50] DRLINFO B JJJHKIMMKKFDIGHF
[14:07:50] DRLINFO W JJJHKIMMKKFDIGHFNN
[14:07:50] DRLINFO W JJJHKIMMKKFDIGHFNNLL
[14:07:50] DRLINFO B JJJHKIMMKKFDIGHFNNLLMK
[14:07:50] DRLINFO B JJJHKIMMKKFDIGHFNNLLMKLJ
[14:07:50] DRLINFO B JJJHKIMMKKFDIGHF
[14:07:50] DRLINFO W JJJHKIMMKKFDIGHFOO
[14:07:50] DRLINFO W JJJHKIMMKKFDIGHFOOLL
[14:07:50] DRLINFO B JJJHKIMMKKFDIGHFOOLLLJ
[14:07:51] DRLINFO B JJJHKIMMKKFDIGHF
[14:07:51] DRLINFO W JJJHKIMMKKFDIGHFII
[14:07:51] DRLINFO W JJJHKIMMKKFDIGHFIILL
[14:07:51] DRLINFO B JJJHKIMMKKFDIGHFIILLMK
[14:07:51] DRLINFO B JJJHKIMMKKFDIGHFIILLMKLJ
[14:07:51] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:51] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:07:51] DRLINFO W JJJHKIMMKKFDIGGEMKOO
[14:07:51] DRLINFO B JJJHKIMMKKFDIGHF
[14:07:51] DRLINFO W JJJHKIMMKKFDIGHFNN
[14:07:51] DRLINFO W JJJHKIMMKKFDIGHFNNLL
[14:07:51] DRLINFO B JJJHKIMMKKFDIGHFNNLLNL
[14:07:51] DRLINFO B JJJHKIMMKKFDIGHFNNLLNLMK
[14:07:51] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:51] DRLINFO W JJJHKIMMKKFDIGGENN
[14:07:51] DRLINFO W JJJHKIMMKKFDIGGENNLL
[14:07:51] DRLINFO B JJJHKIMMKKFDIGGENNLLLJ
[14:07:51] DRLINFO B JJJHKIMMKKFDIGHF
[14:07:51] DRLINFO W JJJHKIMMKKFDIGHFHH
[14:07:51] DRLINFO W JJJHKIMMKKFDIGHFHHLL
[14:07:51] DRLINFO B JJJHKIMMKKFDIGHFHHLLHJ
[14:07:51] DRLINFO B JJJHKIMMKKFDIGHF
[14:07:51] DRLINFO W JJJHKIMMKKFDIGHFOO
[14:07:51] DRLINFO W JJJHKIMMKKFDIGHFOONN
[14:07:51] DRLINFO B JJJHKIMMKKFDIGHFOONNGG
[14:07:51] DRLINFO B JJJHKIMMKKFDIGHF
[14:07:51] DRLINFO W JJJHKIMMKKFDIGHFII
[14:07:51] DRLINFO W JJJHKIMMKKFDIGHFIILL
[14:07:51] DRLINFO B JJJHKIMMKKFDIGHFIILLNL
[14:07:51] DRLINFO B JJJHKIMMKKFDIGHFIILLNLMK
[14:07:51] DRLINFO B JJJHKIMMKKFDIGHF
[14:07:51] DRLINFO W JJJHKIMMKKFDIGHFNN
[14:07:51] DRLINFO W JJJHKIMMKKFDIGHFNNLL
[14:07:51] DRLINFO B JJJHKIMMKKFDIGHFNNLLLJ
[14:07:51] DRLINFO B JJJHKIMMKKFDIGHFNNLLLJMK
[14:07:51] DRLINFO B JJJHKIMMKKFDIGHF
[14:07:51] DRLINFO W JJJHKIMMKKFDIGHFLL
[14:07:52] DRLINFO W JJJHKIMMKKFDIGHFLLNN
[14:07:52] DRLINFO B JJJHKIMMKKFDIGHFLLNNII
[14:07:52] DRLINFO B JJJHKIMMKKFDIGHF
[14:07:52] DRLINFO W JJJHKIMMKKFDIGHFHH
[14:07:52] DRLINFO W JJJHKIMMKKFDIGHFHHLL
[14:07:52] DRLINFO B JJJHKIMMKKFDIGHFHHLLHE
[14:07:52] DRLINFO B JJJHKIMMKKFDIGHF
[14:07:52] DRLINFO W JJJHKIMMKKFDIGHFII
[14:07:52] DRLINFO W JJJHKIMMKKFDIGHFIILL
[14:07:52] DRLINFO B JJJHKIMMKKFDIGHFIILLLJ
[14:07:52] DRLINFO B JJJHKIMMKKFDIGHFIILLLJMK
[14:07:52] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:52] DRLINFO W JJJHKIMMKKFDIGGELJ
[14:07:52] DRLINFO W JJJHKIMMKKFDIGGELJNN
[14:07:52] DRLINFO B JJJHKIMMKKFDIGHF
[14:07:52] DRLINFO W JJJHKIMMKKFDIGHFNN
[14:07:52] DRLINFO W JJJHKIMMKKFDIGHFNNLL
[14:07:52] DRLINFO B JJJHKIMMKKFDIGHFNNLLMK
[14:07:52] DRLINFO B JJJHKIMMKKFDIGHFNNLLMKNL
[14:07:52] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:52] DRLINFO W JJJHKIMMKKFDIGGENL
[14:07:52] DRLINFO W JJJHKIMMKKFDIGGENLII
[14:07:52] DRLINFO B JJJHKIMMKKFDIGHF
[14:07:52] DRLINFO W JJJHKIMMKKFDIGHFHH
[14:07:52] DRLINFO W JJJHKIMMKKFDIGHFHHII
[14:07:52] DRLINFO B JJJHKIMMKKFDIGHFHHIIIJ
[14:07:52] DRLINFO B JJJHKIMMKKFDIGHF
[14:07:52] DRLINFO W JJJHKIMMKKFDIGHFNN
[14:07:52] DRLINFO W JJJHKIMMKKFDIGHFNNLL
[14:07:52] DRLINFO B JJJHKIMMKKFDIGHFNNLLNL
[14:07:52] DRLINFO B JJJHKIMMKKFDIGHFNNLLNLLJ
[14:07:52] DRLINFO W JJJHKIMMKKFDIGHFNNLLNLLJGO
[14:07:52] DRLINFO B JJJHKIMMKKFDIGHF
[14:07:52] DRLINFO W JJJHKIMMKKFDIGHFII
[14:07:52] DRLINFO W JJJHKIMMKKFDIGHFIILL
[14:07:52] DRLINFO B JJJHKIMMKKFDIGHFIILLMK
[14:07:52] DRLINFO B JJJHKIMMKKFDIGHFIILLMKNL
[14:07:53] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:53] DRLINFO W JJJHKIMMKKFDIGGEII
[14:07:53] DRLINFO W JJJHKIMMKKFDIGGEIILL
[14:07:53] DRLINFO B JJJHKIMMKKFDIGGEIILLLJ
[14:07:53] DRLINFO B JJJHKIMMKKFDIGHF
[14:07:53] DRLINFO W JJJHKIMMKKFDIGHFOO
[14:07:53] DRLINFO W JJJHKIMMKKFDIGHFOOLL
[14:07:53] DRLINFO B JJJHKIMMKKFDIGHFOOLLMK
[14:07:53] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:53] DRLINFO W JJJHKIMMKKFDIGGEOO
[14:07:53] DRLINFO W JJJHKIMMKKFDIGGEOONN
[14:07:53] DRLINFO B JJJHKIMMKKFDIGGEOONNNL
[14:07:53] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:53] DRLINFO W JJJHKIMMKKFDIGGEHF
[14:07:53] DRLINFO W JJJHKIMMKKFDIGGEHFII
[14:07:53] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:53] DRLINFO W JJJHKIMMKKFDIGGELL
[14:07:53] DRLINFO W JJJHKIMMKKFDIGGELLII
[14:07:53] DRLINFO B JJJHKIMMKKFDIGHF
[14:07:53] DRLINFO W JJJHKIMMKKFDIGHFNN
[14:07:53] DRLINFO W JJJHKIMMKKFDIGHFNNLL
[14:07:53] DRLINFO B JJJHKIMMKKFDIGHFNNLLLJ
[14:07:53] DRLINFO B JJJHKIMMKKFDIGHFNNLLLJMK
[14:07:53] DRLINFO W JJJHKIMMKKFDIGHFNNLLLJMKLM
[14:07:53] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:53] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:07:53] DRLINFO W JJJHKIMMKKFDIGGEMKLL
[14:07:53] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:53] DRLINFO W JJJHKIMMKKFDIGGELJ
[14:07:53] DRLINFO W JJJHKIMMKKFDIGGELJMJ
[14:07:53] DRLINFO B JJJHKIMMKKFDIGHF
[14:07:53] DRLINFO W JJJHKIMMKKFDIGHFNN
[14:07:53] DRLINFO W JJJHKIMMKKFDIGHFNNLL
[14:07:53] DRLINFO B JJJHKIMMKKFDIGHFNNLLMK
[14:07:53] DRLINFO B JJJHKIMMKKFDIGHFNNLLMKLJ
[14:07:53] DRLINFO W JJJHKIMMKKFDIGHFNNLLMKLJGO
[14:07:53] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:54] DRLINFO W JJJHKIMMKKFDIGGENN
[14:07:54] DRLINFO W JJJHKIMMKKFDIGGENNLL
[14:07:54] DRLINFO B JJJHKIMMKKFDIGGENNLLMK
[14:07:54] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:54] DRLINFO W JJJHKIMMKKFDIGGEHH
[14:07:54] DRLINFO W JJJHKIMMKKFDIGGEHHII
[14:07:54] DRLINFO B JJJHKIMMKKFDIGGEHHIINL
[14:07:54] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:54] DRLINFO W JJJHKIMMKKFDIGGENL
[14:07:54] DRLINFO W JJJHKIMMKKFDIGGENLHH
[14:07:54] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:54] DRLINFO W JJJHKIMMKKFDIGGEII
[14:07:54] DRLINFO W JJJHKIMMKKFDIGGEIILL
[14:07:54] DRLINFO B JJJHKIMMKKFDIGGEIILLHF
[14:07:54] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:54] DRLINFO W JJJHKIMMKKFDIGGEHF
[14:07:54] DRLINFO W JJJHKIMMKKFDIGGEHFHH
[14:07:54] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:54] DRLINFO W JJJHKIMMKKFDIGGELL
[14:07:54] DRLINFO W JJJHKIMMKKFDIGGELLHH
[14:07:54] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:54] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:07:54] DRLINFO W JJJHKIMMKKFDIGGEMKNN
[14:07:54] DRLINFO B JJJHKIMMKKFDIGHF
[14:07:54] DRLINFO W JJJHKIMMKKFDIGHFNN
[14:07:54] DRLINFO W JJJHKIMMKKFDIGHFNNLL
[14:07:54] DRLINFO B JJJHKIMMKKFDIGHFNNLLNL
[14:07:54] DRLINFO B JJJHKIMMKKFDIGHFNNLLNLMK
[14:07:54] DRLINFO W JJJHKIMMKKFDIGHFNNLLNLMKHK
[14:07:54] DRLINFO B JJJHKIMMKKFDIGHF
[14:07:54] DRLINFO W JJJHKIMMKKFDIGHFLL
[14:07:54] DRLINFO W JJJHKIMMKKFDIGHFLLHH
[14:07:54] DRLINFO B JJJHKIMMKKFDIGHFLLHHNN
[14:07:54] DRLINFO B JJJHKIMMKKFDIGHF
[14:07:54] DRLINFO W JJJHKIMMKKFDIGHFII
[14:07:54] DRLINFO W JJJHKIMMKKFDIGHFIILL
[14:07:54] DRLINFO B JJJHKIMMKKFDIGHFIILLLJ
[14:07:55] DRLINFO B JJJHKIMMKKFDIGHFIILLLJMK
[14:07:55] DRLINFO W JJJHKIMMKKFDIGHFIILLLJMKNN
[14:07:55] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:55] DRLINFO W JJJHKIMMKKFDIGGELJ
[14:07:55] DRLINFO W JJJHKIMMKKFDIGGELJLL
[14:07:55] DRLINFO B JJJHKIMMKKFDIGHF
[14:07:55] DRLINFO W JJJHKIMMKKFDIGHFOO
[14:07:55] DRLINFO W JJJHKIMMKKFDIGHFOOLL
[14:07:55] DRLINFO B JJJHKIMMKKFDIGHFOOLLLJ
[14:07:55] DRLINFO B JJJHKIMMKKFDIGHFOOLLLJNL
[14:07:55] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:55] DRLINFO W JJJHKIMMKKFDIGGENN
[14:07:55] DRLINFO W JJJHKIMMKKFDIGGENNLL
[14:07:55] DRLINFO B JJJHKIMMKKFDIGGENNLLHF
[14:07:55] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:55] DRLINFO W JJJHKIMMKKFDIGGEOO
[14:07:55] DRLINFO W JJJHKIMMKKFDIGGEOOLL
[14:07:55] DRLINFO B JJJHKIMMKKFDIGGEOOLLNL
[14:07:55] DRLINFO B JJJHKIMMKKFDIGHF
[14:07:55] DRLINFO W JJJHKIMMKKFDIGHFNN
[14:07:55] DRLINFO W JJJHKIMMKKFDIGHFNNLL
[14:07:55] DRLINFO B JJJHKIMMKKFDIGHFNNLLLJ
[14:07:55] DRLINFO B JJJHKIMMKKFDIGHFNNLLLJNL
[14:07:55] DRLINFO W JJJHKIMMKKFDIGHFNNLLLJNLKO
[14:07:55] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:55] DRLINFO W JJJHKIMMKKFDIGGENL
[14:07:55] DRLINFO W JJJHKIMMKKFDIGGENLLJ
[14:07:55] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:55] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:07:55] DRLINFO W JJJHKIMMKKFDIGGEMKJK
[14:07:55] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:55] DRLINFO W JJJHKIMMKKFDIGGEII
[14:07:55] DRLINFO W JJJHKIMMKKFDIGGEIILL
[14:07:55] DRLINFO B JJJHKIMMKKFDIGGEIILLMK
[14:07:55] DRLINFO B JJJHKIMMKKFDIGHF
[14:07:55] DRLINFO W JJJHKIMMKKFDIGHFNN
[14:07:55] DRLINFO W JJJHKIMMKKFDIGHFNNLL
[14:07:56] DRLINFO B JJJHKIMMKKFDIGHFNNLLMK
[14:07:56] DRLINFO B JJJHKIMMKKFDIGHFNNLLMKNL
[14:07:56] DRLINFO W JJJHKIMMKKFDIGHFNNLLMKNLKO
[14:07:56] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:56] DRLINFO W JJJHKIMMKKFDIGGELJ
[14:07:56] DRLINFO W JJJHKIMMKKFDIGGELJHH
[14:07:56] DRLINFO B JJJHKIMMKKFDIGHF
[14:07:56] DRLINFO W JJJHKIMMKKFDIGHFOO
[14:07:56] DRLINFO W JJJHKIMMKKFDIGHFOOLL
[14:07:56] DRLINFO B JJJHKIMMKKFDIGHFOOLLNL
[14:07:56] DRLINFO B JJJHKIMMKKFDIGHFOOLLNLLJ
[14:07:56] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:56] DRLINFO W JJJHKIMMKKFDIGGELL
[14:07:56] DRLINFO W JJJHKIMMKKFDIGGELLII
[14:07:56] DRLINFO B JJJHKIMMKKFDIGGELLIINN
[14:07:56] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:56] DRLINFO W JJJHKIMMKKFDIGGEHF
[14:07:56] DRLINFO W JJJHKIMMKKFDIGGEHFLJ
[14:07:56] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:56] DRLINFO W JJJHKIMMKKFDIGGENN
[14:07:56] DRLINFO W JJJHKIMMKKFDIGGENNLL
[14:07:56] DRLINFO B JJJHKIMMKKFDIGGENNLLHF
[14:07:56] DRLINFO B JJJHKIMMKKFDIGGENNLLHFLJ
[14:07:56] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:56] DRLINFO W JJJHKIMMKKFDIGGEHH
[14:07:56] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:07:56] DRLINFO B JJJHKIMMKKFDIGGEHHLLNL
[14:07:56] DRLINFO B JJJHKIMMKKFDIGGE
[14:07:56] DRLINFO W JJJHKIMMKKFDIGGEOO
[14:07:56] DRLINFO W JJJHKIMMKKFDIGGEOOLL
[14:07:56] DRLINFO B JJJHKIMMKKFDIGGEOOLLLJ
[14:07:56] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:07:56] DRLINFO W JJJHKIMMKKFDIGGEMKMO
[14:07:56] DRLINFO W JJJHKIMMKKFDIGGEII
[14:07:56] DRLINFO W JJJHKIMMKKFDIGGEIILL
[14:07:56] DRLINFO B JJJHKIMMKKFDIGGEIILLHF
[14:07:56] DRLINFO B JJJHKIMMKKFDIGGEIILLHFLJ
[14:07:57] DRLINFO W JJJHKIMMKKFDIGGENL
[14:07:57] DRLINFO W JJJHKIMMKKFDIGGENLLN
[14:07:57] DRLINFO W JJJHKIMMKKFDIGGELJ
[14:07:57] DRLINFO W JJJHKIMMKKFDIGGELJIM
[14:07:57] DRLINFO W JJJHKIMMKKFDIGGENN
[14:07:57] DRLINFO W JJJHKIMMKKFDIGGENNLL
[14:07:57] DRLINFO B JJJHKIMMKKFDIGGENNLLLJ
[14:07:57] DRLINFO B JJJHKIMMKKFDIGGENNLLLJMK
[14:07:57] DRLINFO W JJJHKIMMKKFDIGGEHF
[14:07:57] DRLINFO W JJJHKIMMKKFDIGGEHFLL
[14:07:57] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:07:57] DRLINFO W JJJHKIMMKKFDIGGEMKHH
[14:07:57] DRLINFO W JJJHKIMMKKFDIGGEHH
[14:07:57] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:07:57] DRLINFO B JJJHKIMMKKFDIGGEHHLLLJ
[14:07:57] DRLINFO W JJJHKIMMKKFDIGGEII
[14:07:57] DRLINFO W JJJHKIMMKKFDIGGEIILL
[14:07:57] DRLINFO B JJJHKIMMKKFDIGGEIILLLJ
[14:07:57] DRLINFO B JJJHKIMMKKFDIGGEIILLLJMK
[14:07:57] DRLINFO W JJJHKIMMKKFDIGGELJ
[14:07:57] DRLINFO W JJJHKIMMKKFDIGGELJII
[14:07:57] DRLINFO W JJJHKIMMKKFDIGGENL
[14:07:57] DRLINFO W JJJHKIMMKKFDIGGENLLL
[14:07:57] DRLINFO W JJJHKIMMKKFDIGGEOO
[14:07:57] DRLINFO W JJJHKIMMKKFDIGGEOONN
[14:07:57] DRLINFO B JJJHKIMMKKFDIGGEOONNII
[14:07:57] DRLINFO W JJJHKIMMKKFDIGGELL
[14:07:57] DRLINFO W JJJHKIMMKKFDIGGELLOO
[14:07:57] DRLINFO B JJJHKIMMKKFDIGGELLOOII
[14:07:57] DRLINFO W JJJHKIMMKKFDIGGENN
[14:07:57] DRLINFO W JJJHKIMMKKFDIGGENNLL
[14:07:57] DRLINFO B JJJHKIMMKKFDIGGENNLLNL
[14:07:57] DRLINFO B JJJHKIMMKKFDIGGENNLLNLLJ
[14:07:57] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:07:57] DRLINFO W JJJHKIMMKKFDIGGEMKMN
[14:07:57] DRLINFO W JJJHKIMMKKFDIGGEHF
[14:07:58] DRLINFO W JJJHKIMMKKFDIGGEHFMK
[14:07:58] DRLINFO W JJJHKIMMKKFDIGGELJ
[14:07:58] DRLINFO W JJJHKIMMKKFDIGGELJHJ
[14:07:58] DRLINFO W JJJHKIMMKKFDIGGEII
[14:07:58] DRLINFO W JJJHKIMMKKFDIGGEIILL
[14:07:58] DRLINFO B JJJHKIMMKKFDIGGEIILLNL
[14:07:58] DRLINFO B JJJHKIMMKKFDIGGEIILLNLLJ
[14:07:58] DRLINFO W JJJHKIMMKKFDIGGENL
[14:07:58] DRLINFO W JJJHKIMMKKFDIGGENLMK
[14:07:58] DRLINFO W JJJHKIMMKKFDIGGEHH
[14:07:58] DRLINFO W JJJHKIMMKKFDIGGEHHLL
[14:07:58] DRLINFO B JJJHKIMMKKFDIGGEHHLLHF
[14:07:58] DRLINFO W JJJHKIMMKKFDIGGENN
[14:07:58] DRLINFO W JJJHKIMMKKFDIGGENNLL
[14:07:58] DRLINFO B JJJHKIMMKKFDIGGENNLLMK
[14:07:58] DRLINFO B JJJHKIMMKKFDIGGENNLLMKLJ
[14:07:58] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:07:58] DRLINFO W JJJHKIMMKKFDIGGEMKOK
[14:07:58] DRLINFO W JJJHKIMMKKFDIGGELJ
[14:07:58] DRLINFO W JJJHKIMMKKFDIGGELJIJ
[14:07:58] DRLINFO W JJJHKIMMKKFDIGGEII
[14:07:58] DRLINFO W JJJHKIMMKKFDIGGEIILL
[14:07:58] DRLINFO B JJJHKIMMKKFDIGGEIILLMK
[14:07:58] DRLINFO B JJJHKIMMKKFDIGGEIILLMKLJ
[14:07:58] DRLINFO W JJJHKIMMKKFDIGGEHF
[14:07:58] DRLINFO W JJJHKIMMKKFDIGGEHFNL
[14:07:58] DRLINFO W JJJHKIMMKKFDIGGELL
[14:07:58] DRLINFO W JJJHKIMMKKFDIGGELLNN
[14:07:58] DRLINFO B JJJHKIMMKKFDIGGELLNNII
[14:07:58] DRLINFO W JJJHKIMMKKFDIGGENL
[14:07:58] DRLINFO W JJJHKIMMKKFDIGGENLOK
[14:07:58] DRLINFO W JJJHKIMMKKFDIGGENN
[14:07:58] DRLINFO W JJJHKIMMKKFDIGGENNLL
[14:07:58] DRLINFO B JJJHKIMMKKFDIGGENNLLLJ
[14:07:58] DRLINFO B JJJHKIMMKKFDIGGENNLLLJMK
[14:07:58] DRLINFO W JJJHKIMMKKFDIGGENNLLLJMKLM
[14:07:59] DRLINFO W JJJHKIMMKKFDIGGEOO
[14:07:59] DRLINFO W JJJHKIMMKKFDIGGEOOLL
[14:07:59] DRLINFO B JJJHKIMMKKFDIGGEOOLLMK
[14:07:59] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:07:59] DRLINFO W JJJHKIMMKKFDIGGEMKII
[14:07:59] DRLINFO W JJJHKIMMKKFDIGGELJ
[14:07:59] DRLINFO W JJJHKIMMKKFDIGGELJNH
[14:07:59] DRLINFO W JJJHKIMMKKFDIGGEHH
[14:07:59] DRLINFO W JJJHKIMMKKFDIGGEHHII
[14:07:59] DRLINFO B JJJHKIMMKKFDIGGEHHIINL
[14:07:59] DRLINFO B JJJHKIMMKKFDIGGEHHIINLLJ
[14:07:59] DRLINFO W JJJHKIMMKKFDIGGENN
[14:07:59] DRLINFO W JJJHKIMMKKFDIGGENNLL
[14:07:59] DRLINFO B JJJHKIMMKKFDIGGENNLLHF
[14:07:59] DRLINFO B JJJHKIMMKKFDIGGENNLLHFMK
[14:07:59] DRLINFO W JJJHKIMMKKFDIGGEII
[14:07:59] DRLINFO W JJJHKIMMKKFDIGGEIILL
[14:07:59] DRLINFO B JJJHKIMMKKFDIGGEIILLLJ
[14:07:59] DRLINFO B JJJHKIMMKKFDIGGEIILLLJMK
[14:07:59] DRLINFO W JJJHKIMMKKFDIGGEIILLLJMKNN
[14:07:59] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:07:59] DRLINFO W JJJHKIMMKKFDIGGEMKIK
[14:07:59] DRLINFO W JJJHKIMMKKFDIGGENL
[14:07:59] DRLINFO W JJJHKIMMKKFDIGGENLHF
[14:07:59] DRLINFO W JJJHKIMMKKFDIGGEHF
[14:07:59] DRLINFO W JJJHKIMMKKFDIGGEHFII
[14:07:59] DRLINFO B JJJHKIMMKKFDIGGEHFIILF
[14:07:59] DRLINFO W JJJHKIMMKKFDIGGELJ
[14:07:59] DRLINFO W JJJHKIMMKKFDIGGELJKJ
[14:07:59] DRLINFO W JJJHKIMMKKFDIGGEOO
[14:07:59] DRLINFO W JJJHKIMMKKFDIGGEOOLL
[14:07:59] DRLINFO B JJJHKIMMKKFDIGGEOOLLHF
[14:07:59] DRLINFO W JJJHKIMMKKFDIGGEHH
[14:07:59] DRLINFO W JJJHKIMMKKFDIGGEHHII
[14:07:59] DRLINFO B JJJHKIMMKKFDIGGEHHIILF
[14:07:59] DRLINFO W JJJHKIMMKKFDIGGENN
[14:08:00] DRLINFO W JJJHKIMMKKFDIGGENNLL
[14:08:00] DRLINFO B JJJHKIMMKKFDIGGENNLLNL
[14:08:00] DRLINFO B JJJHKIMMKKFDIGGENNLLNLMK
[14:08:00] DRLINFO W JJJHKIMMKKFDIGGEII
[14:08:00] DRLINFO W JJJHKIMMKKFDIGGEIILL
[14:08:00] DRLINFO B JJJHKIMMKKFDIGGEIILLHF
[14:08:00] DRLINFO B JJJHKIMMKKFDIGGEIILLHFMK
[14:08:00] DRLINFO W JJJHKIMMKKFDIGGEMK
[14:08:00] DRLINFO W JJJHKIMMKKFDIGGEMKMI
[14:08:00] DRLINFO W JJJHKIMMKKFDIGGENL
[14:08:00] DRLINFO W JJJHKIMMKKFDIGGENLKO
[14:08:00] DRLINFO W JJJHKIMMKKFDIGGELL
[14:08:00] DRLINFO W JJJHKIMMKKFDIGGELLHH
[14:08:00] DRLINFO B JJJHKIMMKKFDIGGELLHHNN
[14:08:00] DRLINFO W JJJHKIMMKKFDIGGELJ
[14:08:00] DRLINFO W JJJHKIMMKKFDIGGELJNJ
[14:08:00] DRLINFO W JJJHKIMMKKFDIGGENN
[14:08:00] DRLINFO W JJJHKIMMKKFDIGGENNLL
[14:08:00] DRLINFO B JJJHKIMMKKFDIGGENNLLMK
[14:08:00] DRLINFO B JJJHKIMMKKFDIGGENNLLMKLJ
[14:08:00] DRLINFO W JJJHKIMMKKFDIGGENNLLMKLJGO
[14:08:00] DRLINFO W JJJHKIMMKKFDIGGEII
[14:08:00] DRLINFO W JJJHKIMMKKFDIGGEIILL
[14:08:00] DRLINFO B JJJHKIMMKKFDIGGEIILLNL
